SAMPLE CODE,YEAR,REGION,LOCATION,SITE NAME,DEPTH ZONE,TRANSECT,Acanthurus tractus (bahianus),Acanthurus chirurgus,Acanthurus coeruleus,Aetobatus narinari,Alectis ciliaris,Balistes vetula,Calamus pennatula,Canthidermis sufflamen,Caranx bartholomaei,Caranx crysos,Caranx hippos,Caranx latus,Caranx lugubris,Caranx ruber,Carcharhinus limbatus,Carcharhinus perezii,Cephalopholis cruentata,Cephalopholis fulva,Chaetodon ocellatus,Chaetodon sedentarius,Chaetodon striatus,Decapterus macarellus,Elagatis bipinnulata,Epinephelus adscensionis,Epinephelus guttatus,Epinephelus itajara,Epinephelus striatus,Gerres cinereus,Ginglymostoma cirratum,Gymnothorax moringa,Haemulon plumierii,Holacanthus ciliaris,Holacanthus tricolor,Hypanus americanus,Istiophorus albicans,Lachnolaimus maximus,Lactophrys trigonus,Lactophrys triqueter,Lutjanus analis,Lutjanus apodus,Lutjanus cyanopterus,Lutjanus griseus,Lutjanus jocu,Lutjanus mahogoni,Lutjanus synagris,Microspathodon chrysurus,Mycteroperca interstitialis,Mycteroperca tigris,Mycteroperca venenosa,Negaprion brevirostris,Ocyurus chrysurus,Pomacanthus paru,Pterois volitans,Scarus coelestinus,Scarus iseri,Scarus taeniopterus,Scomberomorus regalis,Seriola rivoliana,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma radians,Sparisoma rubripinne,Sparisoma viride,Sphyraena barracuda,Sphyraena picudilla,Trachinotus falcatus
2009Cayo CoralASEC Survey,2009,Southwest,Guanica,Cayo Coral,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,925.11,0,0,0,0,0,0,0,0,,,,0,0,0,672.08,0,0,0,0,,,0,0,0,0,684.53,0,0,0,2612.83,0,0,0,0,1139.36,,0,0,0,0,1048.35,,,0,,,535.48,0,,,,,,960.1,,0
2009DerrumbaderoASEC Survey,2009,South,Ponce,Derrumbadero,Intermediate,ASEC Survey,,,,0,0,875.55,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1318.02,0,0,0,0,,,1300,511.35,0,0,1350.13,0,0,0,1810.4,0,0,0,0,345.42,,0,0,0,0,1371.5,,,0,,,2000,0,,,,,,3330.5,,0
2009Las CarmelitasASEC Survey,2009,Mona/Desecheo,Isla Mona,Las Carmelitas,Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,1248.07,0,465.48,0,0,0,1042.29,,,0,0,0,0,0,0,0,0,1410.87,0,0,0,0,0,,0,442.05,940.32,0,621.62,,,0,,,0,0,,,,,,1920.2,,0
2009MujeresASEC Survey,2009,Mona/Desecheo,Isla Mona,Mujeres,Intermediate,ASEC Survey,,,,0,0,875.55,0,0,,0,0,0,0,0,0,12900,0,0,,,,0,1212.06,0,2372.56,0,0,0,2190.14,,,0,0,0,0,0,0,0,0,2621.82,0,0,5706.9,0,0,,0,1146.2,1900,0,1371.5,,,0,,,0,0,,,,,,3330.5,,0
2009Puerto Botes 15mASEC Survey,2009,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,749.3,0,0,0,0,0,0,0,0,,,,273.7,0,0,0,0,0,0,0,,,851.2,639.29,0,0,0,0,0,0,2927.88,0,0,0,0,0,,0,0,0,0,3911.57,,,0,,,1000,0,,,,,,486.49,,0
2009Puerto Botes 20mASEC Survey,2009,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,2224.87,0,0,3894.62,0,0,0,0,0,,,,0,0,0,878.68,0,0,0,0,,,0,880.49,0,0,0,0,0,0,5149.86,0,0,0,0,0,,0,0,0,0,2842.36,,,0,,,1000,0,,,,,,2645.49,,0
2009Puerto Canoas 30mASEC Survey,2009,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,ASEC Survey,,,,0,0,1300,0,0,,0,0,0,3894.62,0,0,0,0,0,,,,0,0,0,984.12,0,3200,0,0,,,2600,295,10400,0,0,0,0,0,12328.42,0,0,0,0,0,,0,0,1400,0,5674.94,,,0,,,1000,0,,,,,,1665.25,,0
2009SardineraASEC Survey,2009,Mona/Desecheo,Isla Mona,Sardinera,Mesophotic,ASEC Survey,,,,0,0,0,0,0,,1827.93,0,0,0,0,0,8500,0,0,,,,0,0,0,904.82,0,0,0,1547.37,,,0,0,0,0,0,0,0,0,1410.87,0,0,420.76,0,0,,0,738.07,0,0,0,,,0,,,0,0,,,,,,1920.2,,0
2009Tourmaline 10mASEC Survey,2009,West,Cabo Rojo,Tourmaline 10m,Shallow,ASEC Survey,,,,0,0,1300,0,0,,1850.22,0,0,0,0,0,0,0,0,,,,0,0,0,904.82,0,0,0,0,,,0,182.33,0,0,0,0,0,0,0,0,0,0,0,896.07,,0,0,0,0,1866.22,,,0,,,2000,0,,,,,,1665.25,,0
2009Tourmaline 20mASEC Survey,2009,West,Cabo Rojo,Tourmaline 20m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1186.28,0,872.65,0,0,,,2600,0,0,0,2205.64,0,0,0,1398.2,0,0,0,0,0,,0,0,0,0,1019.53,,,0,,,1070.96,0,,,,,,2625.35,,0
2009Tourmaline 30mASEC Survey,2009,West,Cabo Rojo,Tourmaline 30m,Mesophotic,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,3418.92,0,872.65,0,0,,,0,0,0,0,1102.06,0,0,0,2197.26,0,0,0,0,0,,0,0,617.93,0,703.94,,,0,,,1000,0,,,,,,1665.25,,0
2009Tres Palmas 10mASEC Survey,2009,West,Rincon,Tres Palmas 10m,Shallow,ASEC Survey,,,,0,0,0,0,0,,1850.22,0,0,0,0,0,0,0,0,,,,0,0,0,443.62,0,0,0,0,,,1057.12,0,0,0,0,0,0,0,0,0,0,0,0,793.86,,0,0,0,0,728.98,,,0,,,0,0,,,,,,697.11,,0
2009Tres Palmas 20mASEC Survey,2009,West,Rincon,Tres Palmas 20m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,1850.22,0,0,0,0,0,0,0,0,,,,0,0,0,232.74,0,0,0,0,,,851.2,703.26,0,0,0,0,0,0,948.55,0,0,0,0,0,,0,0,0,0,1421.18,,,0,,,1000,0,,,,,,960.1,,0
2009Tres Palmas 5mASEC Survey,2009,West,Rincon,Tres Palmas 5m,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,6700,0,0,0,0,366.09,1329.76,0,0,0,0,5876.87,,0,0,0,0,1974.81,,,0,,,0,0,,,,,,0,,0
2009West ReefASEC Survey,2009,South,Ponce,West Reef,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,672.08,0,0,0,0,,,528.56,127.94,0,0,0,0,0,0,10816.74,0,0,0,0,82060.2,,0,0,0,0,4164.01,,,0,,,3400,0,,,,,,1665.25,,0
2010Cayo CoralASEC Survey,2010,Southwest,Guanica,Cayo Coral,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,1123.95,0,0,0,0,0,0,0,0,,,,0,0,0,650.22,0,0,0,0,,,0,0,0,0,0,0,0,0,824.09,0,0,0,643.08,1164.4,,0,0,0,0,838.75,,0,0,,,2070.96,0,,,,,,960.1,,0
2010DerrumbaderoASEC Survey,2010,South,Ponce,Derrumbadero,Intermediate,ASEC Survey,,,,0,0,875.55,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1625.62,0,0,0,0,,,0,0,0,0,889.9,0,0,0,3823.17,0,0,0,501.06,1023.24,,0,0,0,0,703.94,,0,0,,,535.48,0,,,,,,960.1,,0
2010Las CarmelitasASEC Survey,2010,Mona/Desecheo,Isla Mona,Las Carmelitas,Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,321.02,0,544.78,0,0,0,0,,,0,0,0,0,0,0,0,0,1410.87,0,0,420.76,0,0,,0,442.05,940.32,0,1232.49,,0,0,,,0,0,,,,,,1665.25,,0
2010MujeresASEC Survey,2010,Mona/Desecheo,Isla Mona,Mujeres,Intermediate,ASEC Survey,,,,0,0,875.55,0,0,,0,0,0,0,0,0,18500,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,6429.56,0,0,4152.46,0,0,,0,2375.78,1900,0,1852.92,,0,0,,,0,0,,,,,,3330.5,,826.64
2010Puerto Botes 15mASEC Survey,2010,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,1674.41,0,0,0,0,0,0,0,0,,,,2737,0,0,698.22,0,0,0,0,,,0,0,0,0,0,0,0,0,3420.88,0,0,0,1184.7,0,,0,0,0,0,1421.18,,0,0,,,1000,0,,,,,,960.1,,0
2010Puerto Botes 20mASEC Survey,2010,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,749.3,0,0,1947.31,0,0,0,0,0,,,,0,0,0,984.12,0,0,0,0,,,0,0,0,0,0,0,0,0,8065.07,0,0,0,1405.84,0,,0,0,0,0,2138.42,,523.55,0,,,535.48,0,,,,,,2645.49,,0
2010Puerto Canoas 30mASEC Survey,2010,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,ASEC Survey,,,,0,0,0,0,0,,0,0,0,3894.62,0,0,0,0,0,,,,0,0,0,984.12,0,6745.3,0,0,,,0,0,0,0,0,0,0,0,8158.54,0,0,0,2793.34,0,,0,0,2840.32,0,2490.39,,134.54,0,,,2000,0,,,,,,1665.25,,0
2010SardineraASEC Survey,2010,Mona/Desecheo,Isla Mona,Sardinera,Mesophotic,ASEC Survey,,,,0,0,0,0,0,,1827.93,0,0,0,0,0,8500,0,0,,,,0,0,0,904.82,0,0,0,1547.37,,,0,0,0,0,0,0,0,0,1410.87,0,0,420.76,0,0,,0,0,0,0,0,,298.5,0,,,0,0,,,,,,1920.2,,0
2010Tourmaline 10mASEC Survey,2010,West,Cabo Rojo,Tourmaline 10m,Shallow,ASEC Survey,,,,0,0,550.06,0,0,,2599.52,0,0,0,0,0,0,0,0,,,,0,0,0,247.74,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,627.74,,0,0,0,0,1023.28,,0,0,,,535.48,0,,,,,,1665.25,,0
2010Tourmaline 20mASEC Survey,2010,West,Cabo Rojo,Tourmaline 20m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1625.62,0,872.65,0,0,,,0,0,0,0,444.95,0,0,0,1916.54,0,0,0,261.7,0,,0,0,0,0,503.9,,0,0,,,2000,0,,,,,,960.1,,0
2010Tourmaline 30mASEC Survey,2010,West,Cabo Rojo,Tourmaline 30m,Mesophotic,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,2737,0,0,1625.62,0,872.65,0,0,,,0,0,0,0,0,0,0,0,2596.79,0,0,0,0,0,,689.51,0,0,0,1032.46,,0,0,,,1000,0,,,,,,960.1,,0
2010Tres Palmas 10mASEC Survey,2010,West,Rincon,Tres Palmas 10m,Shallow,ASEC Survey,,,,0,0,0,0,0,,1674.41,0,0,0,0,0,0,0,0,,,,0,0,0,878.68,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1195.87,964.68,,0,0,0,0,671.31,,0,0,,,0,0,,,,,,960.1,,0
2010Tres Palmas 20mASEC Survey,2010,West,Rincon,Tres Palmas 20m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,1674.41,0,0,0,0,0,0,0,0,,,,0,0,0,1111.42,0,0,0,0,,,0,1997.44,0,0,0,0,0,0,2213.3,0,0,0,512.23,677.82,,0,0,0,0,821.66,,155.72,0,,,2070.96,0,,,,,,486.49,,0
2010Tres Palmas 5mASEC Survey,2010,West,Rincon,Tres Palmas 5m,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,1218.62,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,328.92,0,,,0,0,0,0,0,0,0,198.86,1260.9,0,0,0,55.24,1482.81,,0,0,0,0,214.54,,0,0,,,0,0,,,,,,960.1,,0
2010West ReefASEC Survey,2010,South,Ponce,West Reef,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1344.16,0,0,0,0,,,0,0,0,0,0,0,0,0,2954.41,0,0,0,1789.22,80823.4,,0,0,0,0,5162.25,,0,0,,,1535.48,0,,,,,,1665.25,,0
2011Cayo AuroraASEC Survey,2011,Southwest,Guanica,Cayo Aurora,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,749.3,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1994.08,0,209.06,0,0,0,,0,0,0,0,302.25,,0,0,,,0,0,,,,,,960.1,,0
2011Cayo CoralASEC Survey,2011,Southwest,Guanica,Cayo Coral,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,650.22,0,0,0,0,,,0,0,0,0,0,0,0,0,539.86,0,0,0,643.08,486.58,,0,0,0,0,628.35,,316.94,0,,,2000,0,,,,,,960.1,,0
2011Cibuco (2011)ASEC Survey,2011,North/Northeast,Vega Baja,Cibuco (2011),Very Shallow,ASEC Survey,,,,0,0,0,0,0,,749.3,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,18.18,1607.25,0,852.56,0,0,211.74,,0,0,0,0,0,,0,0,,,0,0,,,,,,960.1,,0
2011DerrumbaderoASEC Survey,2011,South,Ponce,Derrumbadero,Intermediate,ASEC Survey,,,,0,0,1751.1,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,878.68,0,0,0,0,,,0,0,0,0,1102.06,0,0,0,2262.44,0,0,0,501.06,1029.75,,0,0,0,0,822.05,,0,0,,,1070.96,0,,,,,,960.1,,0
2011El SecoASEC Survey,2011,Vieques/Culebra,Isla Vieques,El Seco,Mesophotic,ASEC Survey,,,,0,0,0,0,0,,749.3,0,0,0,0,0,0,0,0,,,,0,0,0,2795.54,0,0,0,28202.22,,,0,0,0,22000,1598.2,0,0,18.18,3759.88,700.55,0,130.26,0,0,,0,9039.31,1558.25,0,829.61,,0,0,,,0,0,,,,,,960.1,,0
2011Puerto Botes 15mASEC Survey,2011,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,1674.41,0,0,0,0,0,0,0,0,,,,0,1818.09,0,439.34,0,0,0,0,,,0,0,0,0,0,0,0,0,12296.8,0,0,0,1816.61,0,,0,0,0,0,5737.92,,0,0,,,1535.48,0,,,,,,1665.25,,0
2011Puerto Botes 20mASEC Survey,2011,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,0,4332.75,0,4879.04,0,0,0,0,0,,,,0,0,0,878.68,0,0,0,0,,,0,0,0,0,0,0,0,0,14876.14,0,0,0,1394.67,0,,0,0,5300,0,2138.42,,523.55,0,,,2000,0,,,,,,2645.49,,0
2011Puerto Canoas 30mASEC Survey,2011,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,ASEC Survey,,,,0,0,0,0,0,,0,0,0,15993.72,0,0,0,0,0,,,,0,0,0,1111.42,0,4072.65,0,0,,,0,0,21500,0,0,0,0,0,8640.85,0,0,0,2610.76,0,,1800,0,12800,0,2138.42,,1301.57,0,,,2000,0,,,,,,2645.49,,0
2011Tourmaline 10mASEC Survey,2011,West,Cabo Rojo,Tourmaline 10m,Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,232.74,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1414.2,,0,0,0,0,494.73,,0,0,,,535.48,0,,,,,,960.1,,0
2011Tourmaline 20mASEC Survey,2011,West,Cabo Rojo,Tourmaline 20m,Intermediate,ASEC Survey,,,,59300,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,1186.28,0,872.65,0,0,,,0,0,21500,0,1102.06,0,0,0,1916.54,0,0,0,261.7,0,,0,0,0,0,445.04,,0,0,,,1000,0,,,,,,960.1,,0
2011Tourmaline 30mASEC Survey,2011,West,Cabo Rojo,Tourmaline 30m,Mesophotic,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,2737,0,0,1493.88,0,872.65,0,0,,,0,0,0,0,4946.4,0,0,0,620.97,0,0,0,501.06,0,,0,0,0,0,445.04,,0,0,,,2000,0,,,,,,960.1,,0
2011Tres Palmas 10mASEC Survey,2011,West,Rincon,Tres Palmas 10m,Shallow,ASEC Survey,,,,0,0,0,0,0,,374.65,0,0,0,0,0,0,0,0,,,,0,0,0,979.68,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1144.14,1937.76,,0,0,0,0,445.04,,0,0,,,0,0,,,,,,0,,0
2011Tres Palmas 20mASEC Survey,2011,West,Rincon,Tres Palmas 20m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,852.38,0,0,0,0,,,0,0,0,0,0,0,0,0,717.95,0,0,0,2060.09,850.53,,0,0,0,0,0,,755.48,0,,,1070.96,0,,,,,,486.49,,0
2011Tres Palmas 5mASEC Survey,2011,West,Rincon,Tres Palmas 5m,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,793.23,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,204.91,995.47,0,0,0,0,246.99,,0,0,0,0,37.96,,0,0,,,0,0,,,,,,1446.59,,0
2011West ReefASEC Survey,2011,South,Ponce,West Reef,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,465.48,0,0,0,0,,,0,0,10400,0,0,0,0,594.4,2434.91,0,1162.2,0,654.25,39035,,0,0,0,0,5162.25,,269.08,0,,,0,0,,,,,,1665.25,,0
2013Canjilones (Vieques)ASEC Survey,2013,Vieques/Culebra,Isla Vieques,Canjilones (Vieques),Intermediate,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,746.94,0,0,0,0,,,0,0,0,0,0,0,0,0,433.72,0,0,0,0,0,,0,0,0,0,427.92,,0,0,,,0,0,,,,,,960.1,,0
2013Cayo AuroraASEC Survey,2013,Southwest,Guanica,Cayo Aurora,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,1211.81,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,438.39,0,418.12,0,0,0,,0,0,0,0,776.11,,0,0,,,0,0,,,,,,486.49,,0
2013Cayo Caribes (2013)ASEC Survey,2013,Southeast,Salinas,Cayo Caribes (2013),Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,579.85,0,0,0,0,172.71,,0,0,0,0,117.72,,4.39,0,,,0,0,,,,,,0,,0
2013Cayo CoralASEC Survey,2013,Southwest,Guanica,Cayo Coral,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,439.34,0,0,0,0,,,0,0,0,0,0,0,0,0,717.95,0,0,0,0,966.65,,0,0,0,0,0,,0,0,,,2070.96,0,,,,,,960.1,,0
2013Cibuco (2013)ASEC Survey,2013,North/Northeast,Vega Baja,Cibuco (2013),Shallow,ASEC Survey,,,,0,0,0,0,0,,823.82,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,27.27,612.48,0,1186.92,0,0,486.58,,0,0,0,0,0,,0,0,,,0,0,,,,,,960.1,,0
2013DerrumbaderoASEC Survey,2013,South,Ponce,Derrumbadero,Intermediate,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,878.68,0,0,0,0,,,0,0,0,0,0,0,0,0,1517.01,0,0,0,1013.29,0,,0,0,0,0,1206.62,,0,0,,,756.94,0,,,,,,1665.25,,0
2013BerilASEC Survey,2013,Southwest,Guanica,Beril,Intermediate,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,717.95,4838.58,0,0,0,0,,0,0,0,0,961.27,,0,0,,,535.48,0,,,,,,960.1,,0
2013El PaloASEC Survey,2013,West,Cabo Rojo,El Palo,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,439.34,0,0,0,0,,,0,0,0,0,0,0,0,0,318.42,0,0,0,0,1950.78,,0,0,0,0,0,,0,0,,,2070.96,0,,,,,,960.1,,0
2013El SecoASEC Survey,2013,Vieques/Culebra,Isla Vieques,El Seco,Mesophotic,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2496.12,0,0,0,14101.11,,,0,0,0,0,1590.92,0,0,3600,6591.47,6757.53,0,1498,0,0,,0,2375.78,1400,0,0,,0,0,,,1000,0,,,,,,2645.49,,0
2013EsperanzaASEC Survey,2013,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,ASEC Survey,,,,0,0,0,0,0,,749.3,0,0,0,0,0,0,0,0,,,,0,0,0,439.34,0,0,0,0,,,0,0,0,0,0,0,0,0,1266.97,0,0,0,0,172.71,,0,0,0,0,1620.25,,0,0,,,1000,0,,,,,,2645.49,,0
2013Gallardo (2013)ASEC Survey,2013,West,Cabo Rojo,Gallardo (2013),Very Shallow,ASEC Survey,,,,0,0,0,0,0,,292,0,0,0,0,0,0,0,0,,,,0,0,0,1178.1,0,0,0,0,,,0,0,0,0,0,0,0,0,461.38,0,0,0,0,0,,0,0,0,0,1528.37,,0,0,,,1000,0,,,,,,1665.25,,0
2013Guayama Outer ShelfASEC Survey,2013,Southeast,Guayama,Guayama Outer Shelf,Intermediate,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,232.74,0,0,0,0,,,0,0,0,0,724.83,0,0,0,539.86,0,0,0,0,0,,0,0,0,0,599.53,,21.18,0,,,1070.96,0,,,,,,1665.25,,0
2013Guayama Patch ReefASEC Survey,2013,Southeast,Guayama,Guayama Patch Reef,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,611.81,0,0,684.3,0,0,,0,0,0,0,251.34,,21.18,0,,,0,0,,,,,,960.1,,0
2013Puerto Botes 15mASEC Survey,2013,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,2775.33,0,0,0,0,0,0,0,0,,,,0,0,0,746.94,0,0,0,0,,,0,0,0,0,0,0,0,0,2782.86,0,0,0,1184.7,0,,0,0,0,0,7654.08,,0,0,,,1000,0,,,,,,1281,,0
2013Puerto Botes 20mASEC Survey,2013,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,0,14097.25,0,1947.31,0,0,0,0,0,,,,0,0,0,984.12,0,0,0,0,,,0,0,0,0,0,0,0,0,7003.67,0,0,0,1405.84,0,,0,0,2500,0,4769.18,,134.54,0,,,2000,0,,,,,,1665.25,,0
2013Puerto Canoas 30mASEC Survey,2013,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,ASEC Survey,,,,0,0,0,0,0,,0,0,0,8715.17,0,0,0,0,0,,,,0,1562.93,0,1010.26,0,0,0,0,,,0,0,0,0,0,0,0,0,6323.42,0,0,0,2050.92,0,,0,0,9900,0,0,,897.95,0,,,1000,0,,,,,,3943.27,,0
2013ResuellosASEC Survey,2013,West,Cabo Rojo,Resuellos,Shallow,ASEC Survey,,,,0,0,0,0,0,,292,0,0,0,0,0,0,0,0,,,,0,0,0,105.44,0,0,0,0,,,0,0,0,0,0,0,0,1800,842.41,0,0,0,0,338.91,,0,0,0,0,575.68,,269.08,0,,,1000,0,,,,,,1665.25,,0
2013Tourmaline 10mASEC Survey,2013,West,Cabo Rojo,Tourmaline 10m,Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,502.34,0,1800,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,659.29,,0,0,0,0,553.59,,523.55,0,,,535.48,0,,,,,,1665.25,,0
2013Tourmaline 20mASEC Survey,2013,West,Cabo Rojo,Tourmaline 20m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,2372.56,0,0,0,0,,,0,0,0,0,0,0,0,0,1859.34,0,0,0,416.25,0,,0,0,0,0,503.9,,0,0,,,535.48,0,,,,,,1665.25,,0
2013Tourmaline 30mASEC Survey,2013,West,Cabo Rojo,Tourmaline 30m,Mesophotic,ASEC Survey,,,,17900,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,2737,0,0,439.34,0,0,0,0,,,0,0,0,0,2205.64,0,0,0,1463.38,0,0,0,0,0,,0,0,0,0,0,,0,0,,,0,0,,,,,,2645.49,,0
2013Tres Palmas 10mASEC Survey,2013,West,Rincon,Tres Palmas 10m,Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,73.72,0,0,0,0,,,0,0,861.31,0,0,0,0,0,0,0,0,0,30.52,126.29,,0,0,0,0,117.72,,21.18,0,,,0,0,,,,,,0,,0
2013Tres Palmas 20mASEC Survey,2013,West,Rincon,Tres Palmas 20m,Intermediate,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,852.38,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,3256.89,850.53,,0,0,0,0,0,,1410.23,0,,,0,0,,,,,,486.49,,0
2013Tres Palmas 5mASEC Survey,2013,West,Rincon,Tres Palmas 5m,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,779.89,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,99.43,249.56,0,0,0,0,0,,0,0,0,0,117.72,,0,0,,,0,0,,,,,,486.49,,0
2013West ReefASEC Survey,2013,South,Ponce,West Reef,Very Shallow,ASEC Survey,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,439.34,0,0,0,0,,,0,0,0,0,0,0,0,0,1383.58,0,0,0,1009.6,49642.06,,0,0,0,0,4170.94,,0,0,,,1070.96,0,,,,,,4310.74,,0
2015Boya Vieja (2015)1,2015,Southwest,La Parguera,Boya Vieja (2015),Intermediate,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,203.51,,254.47,0,33.72,65.51,0,0,54.13,0,0,0,446.79,0,0,0
2015Boya Vieja (2015)2,2015,Southwest,La Parguera,Boya Vieja (2015),Intermediate,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,25.57,0,8.43,0,0,0,151.08,0,0,0,0,0,0,0
